0,1,2,3
쌍용양회우,A003415,1543685,14726754900.0
신한 인버스 2X 천연가스 선물 ETN,Q500054,1000000,14725000000.0
컨버즈,A109070,3590507,14721078700.0
씨아이테크,A004920,18070772,14709608408.0
KINDEX 모닝스타싱가포르리츠채권혼합,A342140,1500000,14625000000.0
TRUE 섹터탑픽 ETN,Q570008,2000000,14580000000.0
KODEX 200 중소형,A226980,2000000,14560000000.0
미래에셋 인버스 미디어엔터 Core5 ETN,Q520015,1000000,14535000000.0
KODEX 미국달러선물인버스2X,A261260,1680000,14515200000.0
ARIRANG KRX300,A292750,1200000,14424000000.0
KODEX 건설,A117700,6700000,14371500000.0
KODEX 글로벌4차산업로보틱스(합성),A276990,1350000,14330250000.0
신한 인버스 2X 미국달러 선물 ETN,Q500036,2000000,14330000000.0
KODEX 미국채울트라30년선물(H),A304660,1000000,14220000000.0
신한 인버스 금 선물 ETN(H),Q500006,2000000,14120000000.0
삼성 온라인쇼핑 테마주 ETN,Q530011,2000000,14120000000.0
삼성 미국 중소형 가치주 ETN(H),Q530018,2000000,13940000000.0
녹십자홀딩스2우,A005257,845990,13916535500.0
QV CHINEXT ETN(H),Q550018,2000000,13900000000.0
신한 콩 선물 ETN(H),Q500023,2000000,13690000000.0
KBSTAR 모멘텀로우볼,A252730,1350000,13648500000.0
QV 내수소비 TOP5 ETN,Q550006,2000000,13610000000.0
ARIRANG 미국나스닥기술주,A287180,900000,13509000000.0
하이트론,A019490,5530735,13494993400.0
신한 WTI원유 선물 ETN(H),Q500015,4000000,13420000000.0
FOCUS ESG리더스,A285690,2000000,13410000000.0
삼성 Alerian 에너지인프라 MLP ETN,Q530033,3000000,13365000000.0
KBSTAR 채권혼합,A183700,240000,13228800000.0
KODEX 최소변동성,A279540,1500000,13080000000.0
삼성 증권 테마주 ETN,Q530009,2000000,13080000000.0
삼성 미디어 테마주 ETN,Q530008,2000000,12990000000.0
TIGER 배당성장,A211560,1050000,12983250000.0
TIGER 우선주,A261140,1480000,12964800000.0
신한 인버스 브렌트원유 선물 ETN(H),Q500005,1000000,12865000000.0
KINDEX 미국WideMoat가치주,A309230,1100000,12842500000.0
QV 건설 TOP5 ETN,Q550016,2000000,12810000000.0
KOSEF 국고채10년레버리지,A167860,90000,12691800000.0
SMART 선진국MSCI World(합성 H),A208470,1000000,12585000000.0
삼성 Cushing 에너지인프라 MLP ETN,Q530032,3000000,12555000000.0
QV 레버리지 10년 국채선물 ETN,Q550046,500000,12522500000.0
삼성 인버스 2X 구리 선물 ETN(H),Q530064,1000000,12520000000.0
신한 인버스 2X 구리 선물 ETN,Q500041,1000000,12440000000.0
미래에셋 인버스 S&P500 ETN(H),Q590011,2000000,12420000000.0
신한 인버스 MSCI 인도네시아 선물 ETN(H),Q500026,1000000,12395000000.0
QV 미국 IT TOP5 ETN(H),Q550041,700000,12365500000.0
TRUE 인버스 2X 나스닥 100 ETN,Q570044,2000000,12310000000.0
KODEX 미국S&P바이오(합성),A185680,505000,12228575000.0
QV 운송 TOP5 ETN,Q550010,2000000,12210000000.0
신한 인버스 다우존스지수 선물 ETN(H),Q500010,2000000,12200000000.0
삼성 인버스 China A50 선물 ETN(H),Q530002,1000000,12195000000.0
TIGER 일본TOPIX헬스케어(합성),A248260,1000000,12150000000.0
TIGER 200 에너지화학,A139250,1220000,12102400000.0
KBSTAR 고배당,A266160,1450000,12064000000.0
TIGER 코스닥150IT,A261060,1040000,11850800000.0
KODEX 200미국채혼합,A284430,1040000,11824800000.0
NPC우,A004255,5280000,11800800000.0
KOSEF 코스피100,A153270,580000,11716000000.0
KOSEF 인도Nifty50(합성),A200250,1150000,11632250000.0
QV 인버스 레버리지 S&P500 ETN,Q550045,2000000,11630000000.0
ARIRANG 고배당주채권혼합,A251600,1200000,11454000000.0
일정실업,A008500,1200000,11448000000.0
TRUE 레버리지 엔선물 ETN B,Q570035,1000000,11445000000.0
코오롱우,A002025,1076390,11409734000.0
삼성 음식료 테마주 ETN,Q530006,2000000,11360000000.0
삼성 인버스 2X 금 선물 ETN(H),Q530056,1000000,11325000000.0
TRUE 인버스 2X S&P500 선물 ETN(H),Q570023,2000000,11280000000.0
TIGER 경기방어채권혼합,A237440,1200000,11226000000.0
KOSEF 200 선물,A152280,980000,11216100000.0
KODEX WTI원유선물인버스(H),A271050,475000,11207625000.0
신한 달러인덱스 선물 ETN(H),Q500011,1000000,11195000000.0
현대건설우,A000725,98856,11170728000.0
KODEX 헬스케어,A266420,800000,11144000000.0
TIGER 미국S&P500선물인버스(H),A225030,1800000,11124000000.0
TRUE 코스피 커버드풋 ETN B,Q570021,1000000,10920000000.0
TRUE 인버스 HSCEI ETN(H) B,Q570028,1000000,10910000000.0
TIGER 화장품,A228790,3630000,10853700000.0
삼양홀딩스우,A000075,304058,10839667700.0
TIGER 200 중공업,A139230,5600000,10836000000.0
TRUE 엔선물 ETN B,Q570034,1000000,10820000000.0
ARIRANG 우량회사채50 1년,A239660,100000,10749000000.0
TIGER 200커버드콜ATM,A289480,1200000,10746000000.0
신한 옥수수 선물 ETN(H),Q500013,2000000,10690000000.0
파워 코스피100,A140950,520000,10475400000.0
TIGER 미국나스닥바이오,A203780,600000,10395000000.0
신한 천연가스 선물 ETN(H),Q500021,3000000,10380000000.0
KINDEX 싱가포르리츠,A316300,1000000,10320000000.0
HANARO 200선물인버스,A306520,650000,10247250000.0
미래에셋 원유선물혼합 ETN(H),Q520010,1000000,10155000000.0
신한 FnGuide 5G 테마주 ETN,Q500052,1000000,10140000000.0
KODEX TRF5050,A329660,1000000,10120000000.0
TRUE 유로선물 ETN B,Q570037,1000000,10105000000.0
KINDEX 미국4차산업인터넷(합성 H),A280320,800000,10056000000.0
남선알미우,A008355,307890,10052608500.0
미래에셋 인버스 전기전자 Core5 ETN,Q520005,2000000,10010000000.0
삼성 레저 테마주 ETN,Q530007,2000000,10000000000.0
KODEX TRF7030,A329670,1000000,9990000000.0
신한 코스피 콘도르 6/10% 콜 2204-01 ETN,Q500044,1000000,9975000000.0
TIGER 인도니프티50레버리지(합성),A236350,1200000,9900000000.0
ARIRANG KS로우사이즈가중TR,A333950,1000000,9850000000.0
넥센우,A005725,3600600,9829638000.0
TRUE 인버스 유로선물 ETN B,Q570038,1000000,9805000000.0
SK증권우,A001515,3912514,9781285000.0
KINDEX 밸류대형,A143460,1600000,9760000000.0
TIGER 200커뮤니케이션서비스,A315270,560000,9749600000.0
한화솔루션우,A009835,1123737,9709087680.0
신한 코스피 월별 양매도 5% 콜 2206-1 ETN,Q500049,1000000,9685000000.0
KODEX S&P글로벌인프라(합성),A269420,987000,9677535000.0
QV 인버스 레버리지 MSCI 선진국 ETN,Q550055,700000,9628500000.0
덕성우,A004835,1392000,9576960000.0
KODEX 모멘텀Plus,A244620,1100000,9575500000.0
한화우,A000885,479294,9537950600.0
KINDEX 인도네시아MSCI(합성),A256440,1400000,9513000000.0
QV 제약 TOP5 ETN,Q550015,2000000,9450000000.0
신한 코스피 월별 양매도 3% 콜 2206-1 ETN,Q500048,1000000,9430000000.0
TRUE 인버스 유로스탁스50 ETN(H) B,Q570025,1000000,9430000000.0
신한 코스피 콘도르 4/10% 콜 2204-01 ETN,Q500043,1000000,9370000000.0
KTOP 코스피50,A168300,510000,9366150000.0
KOSEF 블루칩,A104520,1400000,9366000000.0
계양전기우,A012205,1400000,9352000000.0
TIGER 일본니케이225,A241180,700000,9292500000.0
삼양사우,A145995,370070,9233246500.0
대신 인버스 아연선물 ETN(H),Q510004,700000,9226000000.0
TRUE 인버스 엔선물 ETN B,Q570036,1000000,9095000000.0
TRUE 인버스 2X HSCEI ETN(H),Q570032,1000000,9070000000.0
신한 인버스 달러인덱스 선물 ETN(H),Q500012,1000000,9060000000.0
코리아써우,A007815,2964690,9057127950.0
KOSEF 200선물인버스2X,A253230,1340000,9051700000.0
삼성 레버리지 은 선물 ETN(H),Q530061,1000000,8990000000.0
유유제약1우,A000225,1133465,8943038850.0
KINDEX 스마트로우볼,A322130,800000,8940000000.0
KODEX KRX300레버리지,A306950,1100000,8893500000.0
TIGER 일본엔선물,A292560,800000,8892000000.0
KODEX 미국러셀2000(H),A280930,1100000,8844000000.0
대신 인버스 철광석 선물 ETN(H),Q510009,2000000,8820000000.0
QV 인버스 MSCI 선진국 ETN,Q550053,700000,8813000000.0
KODEX 미국채10년선물,A308620,700000,8809500000.0
TRUE 레버리지 HSCEI ETN(H),Q570031,1000000,8800000000.0
KBSTAR 차이나HSCEI(H),A250730,800000,8796000000.0
KBSTAR 5대그룹주,A105780,1800000,8784000000.0
KODEX MSCI밸류,A275290,1100000,8767000000.0
일양약품우,A007575,445080,8701314000.0
HANARO KAP초장기국고채,A346000,170000,8667450000.0
TIGER 원유선물인버스(H),A217770,500000,8657500000.0
TIGER 미국달러선물레버리지,A261110,800000,8652000000.0
KBSTAR IT플러스,A326240,720000,8625600000.0
KBSTAR 헬스케어채권혼합,A253290,800000,8624000000.0
TRUE 코스피 커버드콜 ETN B,Q570020,1000000,8580000000.0
TIGER 글로벌자원생산기업(합성 H),A276000,1000000,8570000000.0
태양금속우,A004105,3300000,8563500000.0
KBSTAR 미국장기국채선물레버리지(합성 H),A267490,550000,8547000000.0
KODEX 턴어라운드투자,A247800,1000000,8530000000.0
KODEX 게임산업,A300950,900000,8482500000.0
KODEX MSCI퀄리티,A275300,900000,8469000000.0
KOSEF 미국달러선물인버스,A139660,850000,8449000000.0
KOSEF 고배당,A104530,1350000,8424000000.0
KBSTAR 팔라듐선물(H),A334690,650000,8388250000.0
TIGER 유로스탁스레버리지(합성 H),A225050,1600000,8352000000.0
TRUE 인버스 나스닥 100 ETN,Q570042,1000000,8345000000.0
TIGER 일본엔선물레버리지,A292570,700000,8288000000.0
ARIRANG 200선물레버리지,A253150,450000,8221500000.0
KODEX 미국달러선물인버스,A261270,860000,8182900000.0
대신 2X 아연선물 ETN(H),Q510005,2000000,8170000000.0
SK네트웍스우,A001745,113648,8159926400.0
TIGER KTOP30,A228820,1250000,8156250000.0
ARIRANG 중형주저변동50,A266550,1100000,8107000000.0
KBSTAR KRX300레버리지,A307010,1000000,8065000000.0
삼성 모멘텀 탑픽 ETN,Q530003,2000000,8030000000.0
KODEX 보험,A140700,1600000,8008000000.0
마이티 코스피100,A159800,400000,7984000000.0
대신 니켈선물 ETN(H),Q510003,700000,7980000000.0
동북아13호,A083380,1585660,7975869800.0
금호산업우,A002995,292266,7949635200.0
TIGER 국채선물3년인버스,A302170,160000,7945600000.0
TIGER 대만TAIEX선물(H),A253990,600000,7941000000.0
KBSTAR 주식혼합,A183710,250000,7887500000.0
KOSEF 배당바이백Plus,A260200,700000,7847000000.0
KINDEX 스마트모멘텀,A272220,700000,7843500000.0
동북아12호,A083370,1585660,7793518900.0
KINDEX 일본Nikkei225(H),A238720,600000,7782000000.0
TRUE 코스피 타겟볼20 ETN,Q570024,1000000,7780000000.0
KODEX 일본TOPIX100,A101280,600000,7764000000.0
삼성 화장품 테마주 ETN,Q530004,2000000,7760000000.0
TIGER 골드선물(H),A319640,600000,7731000000.0
TIGER 삼성그룹펀더멘털,A138520,940000,7717400000.0
한화투자증권우,A003535,4800000,7704000000.0
TIGER 중장기국채선물인버스,A302200,160000,7681600000.0
TIGER 200에너지화학레버리지,A243890,1400000,7658000000.0
KBSTAR 미국장기국채선물(H),A267440,600000,7656000000.0
KODEX 철강,A117680,1470000,7621950000.0
ARIRANG 주도업종,A280920,1100000,7617500000.0
신한 레버리지 구리 선물 ETN,Q500040,1000000,7615000000.0
KOSEF KRX100,A100910,1800000,7614000000.0
KOSEF 코스닥150선물레버리지,A291630,2410000,7591500000.0
KODEX 성장투자,A247790,900000,7560000000.0
QV 레버리지 WTI원유 선물 ETN(H),Q550042,6000000,7500000000.0
대한제당우,A001795,648276,7487587800.0
KBSTAR 헬스케어,A253280,700000,7455000000.0
TIGER 국채선물10년인버스,A302180,160000,7447200000.0
KOSEF 코스닥150선물인버스,A291620,560000,7355600000.0
KBSTAR 모멘텀밸류,A252720,800000,7348000000.0
TIGER 차이나항셍25,A117690,450000,7269750000.0
SMART 중국본토 중소형 CSI500(합성 H),A220130,1800000,7263000000.0
TIGER 구리실물,A160580,1225000,7258125000.0
삼성 인버스 2X 은 선물 ETN(H),Q530062,1000000,7235000000.0
KINDEX 삼성그룹동일가중,A131890,600000,7230000000.0
신한 MSCI 인도네시아 선물 ETN(H),Q500025,1000000,7200000000.0
깨끗한나라우,A004545,366160,7176736000.0
KODEX 200ESG,A337160,800000,7176000000.0
서울식품우,A004415,2224500,7174012500.0
TIGER 의료기기,A307510,600000,7170000000.0
KINDEX 스마트하이베타,A322150,800000,7168000000.0
HANARO e커머스,A322400,750000,7155000000.0
KBSTAR KRX300미국달러선물혼합,A319870,700000,7101500000.0
KODEX KRX300선물인버스,A306960,700000,7094500000.0
KBSTAR KRX300선물인버스,A307020,700000,7066500000.0
KODEX 미국S&P산업재(합성),A200030,534000,7043460000.0
KINDEX 러시아MSCI(합성),A265690,300000,7018500000.0
KINDEX 미국다우존스리츠(합성 H),A181480,100000,6941000000.0
KBSTAR 내수주플러스,A326230,840000,6938400000.0
KOSEF 200선물인버스,A253240,780000,6938100000.0
KBSTAR V&S셀렉트밸류,A234310,700000,6870500000.0
대원전선우,A006345,2621200,6867544000.0
KOSEF 저PBR가중,A260270,700000,6786500000.0
KINDEX 스마트밸류,A272230,700000,6762000000.0
KODEX 에너지화학,A117460,770000,6699000000.0
삼성 레버리지 구리 선물 ETN(H),Q530063,1000000,6660000000.0
CJ씨푸드1우,A011155,200000,6560000000.0
TIGER 코스닥150바이오테크,A261070,700000,6496000000.0
신한 인버스 2X 금 선물 ETN,Q500038,1000000,6445000000.0
ARIRANG 국채선물3년,A298340,120000,6382800000.0
QV MSCI 선진국 ETN,Q550052,700000,6335000000.0
TIGER 중장기국채선물인버스2X,A302210,140000,6326600000.0
KBSTAR 차이나H선물인버스(H),A291680,550000,6292000000.0
TIGER 일본엔선물인버스,A292580,700000,6286000000.0
TREX 펀더멘탈 200,A145850,250000,6273750000.0
동원시스템즈우,A014825,265358,6262448800.0
크라운해태홀딩스우,A005745,600726,6247550400.0
KODEX 퀄리티Plus,A244660,800000,6232000000.0
파워 중기국고채,A176710,60000,6186300000.0
마이티 200커버드콜ATM레버리지,A292340,900000,6120000000.0
KODEX 200동일가중,A252650,800000,6096000000.0
KBSTAR KRX국채선물3년10년스티프너2X,A342600,120000,6075000000.0
TIGER 유로스탁스배당30,A245350,700000,6058500000.0
KBSTAR V&S셀렉트밸류채권혼합,A241390,600000,6054000000.0
KBSTAR KRX국채선물3년10년스티프너,A342500,120000,6053400000.0
ARIRANG 국채선물10년,A289670,104000,6048640000.0
KBSTAR 200생활소비재,A287330,820000,6002400000.0
KBSTAR KRX국채선물3년10년플래트너,A342610,120000,6001800000.0
TIGER KRX300선물인버스,A307620,600000,5997000000.0
성신양회우,A004985,735645,5988150300.0
KBSTAR KRX국채선물3년10년플래트너2X,A342620,120000,5974800000.0
하이트진로홀딩스우,A000145,470810,5908665500.0
ARIRANG 스마트베타Quality채권혼합,A238670,600000,5898000000.0
KINDEX 일본TOPIX레버리지(H),A196030,500000,5890000000.0
TIGER 200 건설,A139220,3260000,5868000000.0
삼성중공우,A010145,114845,5857095000.0
KBSTAR 중국MSCI China선물(H),A310080,550000,5843750000.0
KODEX 콩선물(H),A138920,800000,5804000000.0
KODEX FnKorea50,A296710,800000,5804000000.0
하나니켈1호,A099340,22756200,5802831000.0
TIGER MSCI KOREA ESG유니버설,A289250,750000,5797500000.0
대신 인버스 니켈선물 ETN(H),Q510006,700000,5785500000.0
TIGER 200커버드콜5%OTM,A166400,500000,5782500000.0
KBSTAR ESG사회책임투자,A290130,700000,5778500000.0
성문전자우,A014915,600000,5778000000.0
HANARO 코스닥150선물레버리지,A306530,900000,5778000000.0
KODEX 3대농산물선물(H),A271060,810000,5742900000.0
파워 고배당저변동성,A192720,270000,5670000000.0
KODEX 한국대만IT프리미어,A298770,500000,5657500000.0
ARIRANG S&P글로벌인프라,A269530,600000,5640000000.0
ARIRANG 미국다우존스고배당주(합성 H),A213630,530000,5639200000.0
TIGER 베타플러스,A170350,520000,5603000000.0
TIGER KRX300레버리지,A307610,700000,5558000000.0
KODEX 미국S&P에너지(합성),A218420,1194000,5546130000.0
TIGER 금은선물(H),A139320,600000,5526000000.0
KINDEX 코스닥(합성),A251890,600000,5499000000.0
KODEX 기계장비,A102960,1740000,5489700000.0
현대비앤지스틸우,A004565,109852,5470629600.0
대신 아연선물 ETN(H),Q510002,700000,5463500000.0
TIGER 코스닥150로우볼,A267300,500000,5422500000.0
TIGER 지주회사,A307520,550000,5417500000.0
코오롱글로벌우,A003075,312803,5395851750.0
TIGER 일본엔선물인버스2X,A292590,700000,5386500000.0
TIGER 대형성장,A292100,650000,5369000000.0
TIGER 미디어컨텐츠,A228810,1110000,5355750000.0
KBSTAR 200선물인버스,A252410,600000,5343000000.0
ARIRANG 글로벌MSCI(합성 H),A189400,450000,5310000000.0
TIGER 중소형성장,A292130,700000,5173000000.0
ARIRANG 코스닥150선물인버스,A301410,450000,5161500000.0
KODEX 경기소비재,A266390,600000,5160000000.0
TIGER 이머징마켓MSCI레버리지(합성 H),A225060,700000,5078500000.0
KINDEX 멕시코MSCI(합성),A291130,800000,5076000000.0
KODEX 국채선물3년인버스,A292770,102000,5065320000.0
노루페인트우,A090355,463126,5048073400.0
QV 레버리지 MSCI 선진국 ETN,Q550054,700000,5033000000.0
KBSTAR 200고배당커버드콜ATM,A290080,700000,5026000000.0
KINDEX 인버스,A145670,600000,5019000000.0
KINDEX 배당성장,A211260,200000,4975000000.0
삼성 건축자재 테마주 ETN,Q530010,2000000,4970000000.0
TIGER MSCI KOREA ESG리더스,A289260,690000,4968000000.0
KODEX 구리선물(H),A138910,1100000,4966500000.0
KBSTAR 코스닥150선물인버스,A275750,650000,4966000000.0
KINDEX 국채선물3년인버스,A299080,50000,4958750000.0
KODEX MSCI모멘텀,A275280,600000,4911000000.0
KINDEX 스마트퀄리티,A322120,400000,4880000000.0
마이티 코스피고배당,A211210,510000,4822050000.0
KINDEX 필리핀MSCI(합성),A261920,400000,4820000000.0
TIGER 200 경기소비재,A139290,440000,4815800000.0
크라운제과우,A26490K,773560,4811543200.0
대상홀딩스우,A084695,913482,4804915320.0
KBSTAR 우량업종,A140580,600000,4788000000.0
금강공업우,A014285,589875,4777987500.0
KODEX 가치투자,A247780,600000,4758000000.0
HANARO 농업융복합산업,A314700,600000,4731000000.0
TIGER 방송통신,A098560,640000,4704000000.0
KODEX China H선물인버스(H),A291660,400000,4644000000.0
파워 스마트밸류,A275540,450000,4628250000.0
DB하이텍1우,A000995,112316,4604956000.0
KINDEX 국채선물10년인버스,A299070,50000,4593500000.0
TIGER S&P글로벌인프라(합성),A269370,500000,4555000000.0
KODEX 멀티에셋하이인컴(H),A321410,500000,4545000000.0
KBSTAR 미국장기국채선물인버스(H),A267450,600000,4542000000.0
KBSTAR 200커뮤니케이션서비스,A315480,420000,4519200000.0
JW중외제약우,A001065,172361,4515858200.0
ARIRANG 코스닥150,A301400,450000,4491000000.0
KINDEX 한류,A226380,800000,4456000000.0
TIGER LG그룹+펀더멘털,A138530,720000,4428000000.0
하나니켈2호,A099350,3284000,4416980000.0
KBSTAR 수출주,A140570,600000,4410000000.0
동부건설우,A005965,225732,4401774000.0
진흥기업우B,A002785,857218,4363239620.0
TIGER 중소형,A292120,600000,4362000000.0
ARIRANG KRX300헬스케어,A309210,440000,4312000000.0
TIGER 현대차그룹+펀더멘털,A138540,340000,4306100000.0
흥국 S&P코리아로우볼,A215620,540000,4303800000.0
TIGER 200동일가중,A252000,550000,4235000000.0
신한 브렌트원유 선물 ETN(H),Q500004,1000000,4155000000.0
진흥기업2우B,A002787,294808,4142052400.0
TIGER 지속배당,A266140,390000,4124250000.0
ARIRANG 심천차이넥스트(합성),A256450,460000,4031900000.0
KODEX 미국채울트라30년선물인버스(H),A304670,600000,4020000000.0
KG동부제철우,A016385,53385,3961167000.0
TIGER 중소형가치,A292140,550000,3932500000.0
KBSTAR 게임테마,A300640,450000,3890250000.0
ARIRANG KRX300산업재,A309190,460000,3887000000.0
KODEX 골드선물인버스(H),A280940,500000,3842500000.0
한양증권우,A001755,525000,3822000000.0
TIGER 증권,A157500,1260000,3780000000.0
흥국화재우,A000545,768000,3774720000.0
KOSEF 코스닥150선물,A291610,590000,3761250000.0
KBSTAR 국채선물10년인버스,A295020,82000,3759700000.0
KBSTAR KQ모멘텀로우볼,A300300,450000,3723750000.0
JW중외제약2우B,A001067,90374,3700815300.0
TIGER 200 생활소비재,A227560,380000,3682200000.0
TIGER 200 철강소재,A139240,660000,3590400000.0
KODEX 밸류Plus,A244670,600000,3579000000.0
TIGER 라틴35,A105010,1500000,3577500000.0
코리아써키트2우B,A00781K,783699,3534482490.0
KBSTAR 200경기소비재,A287310,520000,3525600000.0
KBSTAR KQ모멘텀밸류,A300310,450000,3471750000.0
TIGER 대형가치,A292110,450000,3467250000.0
KBSTAR 200산업재,A287320,500000,3442500000.0
KBSTAR 200건설,A287300,460000,3358000000.0
TIGER 은행,A091220,640000,3337600000.0
KODEX MSCI EM선물(H),A291890,450000,3267000000.0
신원우,A009275,90740,3262103000.0
흥국화재2우B,A000547,153600,3171840000.0
노루홀딩스우,A000325,185250,3167775000.0
KBSTAR 중소형모멘텀밸류,A300290,400000,3144000000.0
KBSTAR 팔라듐선물인버스(H),A334700,500000,3130000000.0
동양우,A001525,617731,3051591140.0
KBSTAR 미국장기국채선물인버스2X(합성 H),A267500,550000,3038750000.0
TIGER 200 산업재,A227550,800000,3020000000.0
TIGER 여행레저,A228800,720000,3016800000.0
ARIRANG 스마트베타 Quality,A222200,400000,2970000000.0
유유제약2우B,A000227,164080,2896012000.0
ARIRANG 스마트베타 Value,A222180,400000,2736000000.0
ARIRANG 선진국MSCI(합성 H),A195970,320000,2710400000.0
TREX 중소형가치,A097750,450000,2706750000.0
KBSTAR 200철강소재,A285020,520000,2701400000.0
KODEX 운송,A140710,800000,2648000000.0
동양2우B,A001527,308569,2610493740.0
KBSTAR 중소형모멘텀로우볼,A300280,350000,2598750000.0
ARIRANG 스마트베타 LowVOL,A236460,350000,2593500000.0
KBSTAR 200금융,A284980,420000,2562000000.0
KBSTAR 200중공업,A285010,420000,2532600000.0
TIGER 금속선물(H),A139310,600000,2445000000.0
동양3우B,A001529,89722,2426980100.0
ARIRANG ESG우수기업,A278420,350000,2334500000.0
TIGER K게임,A300610,300000,2326500000.0
ARIRANG KRX300IT,A309170,200000,2319000000.0
KBSTAR 200에너지화학,A284990,340000,2230400000.0
ARIRANG KRX300금융,A309180,260000,1827800000.0
ARIRANG 스마트베타 Momentum,A222190,250000,1712500000.0
ARIRANG KRX300자유소비재,A309200,160000,1451200000.0
KBSTAR 지주회사,A283930,200000,1275000000.0
KBSTAR 일본TOPIX레버리지(H),A196220,100000,1117500000.0
종합주가지수,U001,0,0.0
KOSPI200선물지수,U179,0,0.0
KOSPI200지수,U180,0,0.0
